Sigfox;Serial;No;Pac;RTS;Serial;No
00C8973E;24F25B6FEF5A3582;0000001221134484;null;57;IceMeter;Pulse
00C89750;385687E24F7B5B35;0000001021130331;null;33;IceMeter;Pulse
00C8996F;FD5EFD845A4488C3;0000001421137265;null;35;IceMeter;Pulse
00C89971;33B6EB9B68D2B2D8;0000001421137435;null;65;IceMeter;Pulse
00C89AE9;1F4654AFA31B2E11;0000001621143498;null;46;IceMeter;Pulse
00C89B50;AB839AD4887539F0;0000001621143357;null;46;IceMeter;Pulse
00C89CEF;1671ED3C85864B5D;0000001621143456;null;70;IceMeter;Pulse
00C89CF3;08E4B16AAA83603F;0000001621143480;null;37;IceMeter;Pulse
00C89CF5;83B4F706CBC9BFA2;0000001621143528;null;69;IceMeter;Pulse
00C89FE4;13FCC87044195B2B;0000001221135217;null;13;IceMeter;Pulse
00C89FE8;1BEAC5091621D09A;0000001021130361;null;14;IceMeter;Pulse
00C89FE9;81544E8F3C5EB4BC;0000001121132006;null;3;IceMeter;Pulse
00C8A001;FF03A97B0EE6D654;0000001221134489;null;68;IceMeter;Pulse
00C8A005;164DDB7EE75223A4;0000001221134852;null;69;IceMeter;Pulse
00C8A00A;8F9FCADEE3C13FAA;0000001221134498;null;34;IceMeter;Pulse
00C8A00C;3A8CFB2501E0A96C;0000001221135197;null;16;IceMeter;Pulse
00C8A00D;7A3966E0886BF610;0000001121133360;null;38;IceMeter;Pulse
00C8A05D;62393885D9858416;0000001221135211;null;22;IceMeter;Pulse
00C8A05E;1DF71B82E44E4FB5;0000001221135214;null;23;IceMeter;Pulse
00C8A061;AD98798A0C275519;0000001221135222;null;14;IceMeter;Pulse
00C8A063;4CD59666C0138911;0000001121131995;null;15;IceMeter;Pulse
00C8A07E;1F39A8D7EE8C71DF;0000001221134495;null;66;IceMeter;Pulse
00C8A097;D878D2A3DB86DC47;0000001121132889;null;10;IceMeter;Pulse
00C8A09B;33C2B64A7AA901D4;0000001121134186;null;54;IceMeter;Pulse
00C8A12D;8210F76C109D104E;0000001121132891;null;10;IceMeter;Pulse
00C8A130;AA7728F8E38FE278;0000001121134068;null;12;IceMeter;Pulse
00C8A136;9381CA97E7385E9F;0000001121134302;null;16;IceMeter;Pulse
00C8A144;9CF76E2673F3EA16;0000001121133279;null;76;IceMeter;Pulse
00C8A2DE;8C4342F4A112F79B;0000001321136380;null;45;IceMeter;Pulse
00C8A2E4;DE7EE4875C65ADFA;0000001321136379;null;78;IceMeter;Pulse
00C8A2FD;2E74CB028F182BD1;0000001221135356;null;73;IceMeter;Pulse
00C8A303;BFC672969BF40DB6;0000001121132421;null;38;IceMeter;Pulse
00C8A312;17CEC4BF102EDBF4;0000001121132469;null;48;IceMeter;Pulse
00C8A3E7;80077163A75C5515;0000001021131560;null;53;IceMeter;Pulse
00C8A3ED;2E0F2F4F2ECAD8E2;0000001121134206;null;72;IceMeter;Pulse
00C8A404;C5A6D3D9B07E3D5F;0000001021130322;null;18;IceMeter;Pulse
00C8A405;39CB29FD34A9C8A7;0000001021130327;null;33;IceMeter;Pulse
00C8A407;EC32DB7569D71563;0000001121132134;null;22;IceMeter;Pulse
00C8A40A;C180CCFB449AFED9;0000001121132865;null;80;IceMeter;Pulse
00C8A40D;72AB76E11BBE597B;0000001221135413;null;60;IceMeter;Pulse
00C8A413;A901E12F93AB2C61;0000001221135195;null;34;IceMeter;Pulse
00C8A521;23F17BDB894E0D7C;0000001021130358;null;15;IceMeter;Pulse
00C8A524;D039AE2CCB4358F7;0000001121134204;null;75;IceMeter;Pulse
00C8A532;DDE0BF5881C245FF;0000001221134536;null;11;IceMeter;Pulse
00C8A557;12951C6BE1BA194D;0000001121133290;null;73;IceMeter;Pulse
00C8A55F;EEF8ECB4B776A02A;0000001121132890;null;33;IceMeter;Pulse
00C8A5EF;C2EB80D311C96F56;0000001421137272;null;67;IceMeter;Pulse
00C8A6B5;F35A8EF00005E82E;0000001121133280;null;57;IceMeter;Pulse
00C8A6B7;58DE27030EA92B9C;0000001121133154;null;66;IceMeter;Pulse
00C8A710;19FA782E3E870132;0000001621143328;null;65;IceMeter;Pulse
00C8A72B;0E430D8EEC639F1A;0000001421137368;null;48;IceMeter;Pulse
00C8A747;0BA7DC1EACBF6C40;0000001421137370;null;66;IceMeter;Pulse
00C8A748;87B3ED91AD30CAAD;0000001421137421;null;47;IceMeter;Pulse
00C8A8B8;2D9D4AC45528EB8B;0000001421137249;null;15;IceMeter;Pulse
00C8A9B5;B4A7087644D33437;0000001221134375;null;20;IceMeter;Pulse
00C8A9BB;E37B3A26284A78DD;0000001221134572;null;50;IceMeter;Pulse
00C8A9BF;109020F62243A34F;0000001021131556;null;40;IceMeter;Pulse
00C8A9C4;70D600AC67C764BA;0000001221134485;null;50;IceMeter;Pulse
00C8A9D0;090FDF42BB68FD30;0000001121133261;null;51;IceMeter;Pulse
00C8A9D7;C3AAD8505C4571BF;0000001021130324;null;8;IceMeter;Pulse
00C8A9DB;79C247B9D33B363F;0000001121133251;null;53;IceMeter;Pulse
00C8AA4A;F78A0A43CD2DAE9A;0000001621143330;null;79;IceMeter;Pulse
00C8AA4C;BDD5A0517766A79F;0000001621143323;null;74;IceMeter;Pulse
00C8AA4E;A281081CC9DF9E8A;0000001621143326;null;77;IceMeter;Pulse
00C8AB71;7B15EF099B003C44;0000001221134864;null;18;IceMeter;Pulse
00C8AB7B;90AABC7F1549F9B2;0000001121134344;null;18;IceMeter;Pulse
00C8ABAE;1C4475D9C5E04D1E;0000001221135132;null;33;IceMeter;Pulse
00C8AD58;13CCA77FB29CD1E4;0000001121133770;null;72;IceMeter;Pulse
00C8AD5A;4F614B360E7ABDFF;0000001221134483;null;36;IceMeter;Pulse
00C8AD5C;DB5208E0246C478D;0000001221134373;null;49;IceMeter;Pulse
00C8AD61;9F5666BBCF577AAC;0000001221134372;null;69;IceMeter;Pulse
00C8AD65;C7E096193A6589EE;0000001221134487;null;50;IceMeter;Pulse
00C8AD75;B6E02BBD53512950;0000001221134535;null;18;IceMeter;Pulse
00C8AD80;8414AC3960DA2487;0000000621119717;null;8;IceMeter;Pulse
00C8AD81;164606962AC2381C;0000001221135218;null;55;IceMeter;Pulse
00C8ADE9;102F9D04E1353B90;0000001621143327;null;77;IceMeter;Pulse
00C8AF64;C321DCDDF08E00A1;0000001221134900;null;12;IceMeter;Pulse
00C8AF66;D85F994FC1C87FA1;0000001221134452;null;76;IceMeter;Pulse
00C8AF69;64C63683B45C50E3;0000001221134877;null;12;IceMeter;Pulse
00C8AF78;BDB7E0FD1EA4E53B;0000001221134867;null;12;IceMeter;Pulse
00C8B00F;91777122ACEDEBA8;0000001621143325;null;70;IceMeter;Pulse
01F7D61D;4BE8DA93B982ACFB;0000001121133324;null;66;IceMeter;Pulse
01F7D95C;180B7B4411AE406F;0000001021131304;null;53;IceMeter;Pulse
01F7DA1D;1E52C63067D26F92;0000001421137465;null;46;IceMeter;Pulse
01F7DA66;FDC11634026F548E;0000001021130740;null;58;IceMeter;Pulse
01F7DA6F;A6E2214ADFAE4803;0000001121133319;null;67;IceMeter;Pulse
01F7DC31;C9F1E89E1A473985;0000001421136663;null;74;IceMeter;Pulse
01F7DC91;68E8BAC97156D4E9;0000001221134596;null;11;IceMeter;Pulse
01F7DC97;64376EB84C7F0D84;0000001021130768;null;76;IceMeter;Pulse
01F7DCB6;267F5B79CDD15BCB;0000000821126748;null;8;IceMeter;Pulse
01F7DEAA;BD5EE79D7AD2027A;0000001021130919;null;49;IceMeter;Pulse
01F7E025;4B062A99926998D1;0000001121132225;null;72;IceMeter;Pulse
01F7E0B3;A0E3931A53B9E6A9;0000001421136640;null;71;IceMeter;Pulse
01F7E23B;7D061EE1E7A4485D;0000001421137499;null;11;IceMeter;Pulse
01F7E242;9296F88756529C8B;0000001221135093;null;45;IceMeter;Pulse
01F7E2C4;9031B5DCBCAE511E;0000001421137638;null;59;IceMeter;Pulse
01F7E2CC;05718155244FC305;0000001421137612;null;58;IceMeter;Pulse
01F7E2D7;B5382B1DC69610A0;0000001221134416;null;70;IceMeter;Pulse
01F7E2D8;2D39AEDC993FDEAD;0000001321136367;null;39;IceMeter;Pulse
01F7E341;FD75B637AD4B2B23;0000001321136396;null;57;IceMeter;Pulse
01F7E34B;2629BE98A507E37B;0000001121132911;null;27;IceMeter;Pulse
01F7E47C;A58FE6E86D1F03C6;0000000821126874;null;5;IceMeter;Pulse
01F7E4F7;96B649193353AFA5;0000001221134466;null;27;IceMeter;Pulse
01F7E562;ED03351D1932D712;0000001121132663;null;80;IceMeter;Pulse
01F7E798;8C8C17EFFF86ED7C;0000000921127242;null;6;IceMeter;Pulse
01F7E7A3;B1B23AFC67C9BBDF;0000001121132724;null;77;IceMeter;Pulse
01F7E8D4;CBB39ED27DB17D08;0000001221135088;null;9;IceMeter;Pulse
01F7E8E4;4D6666816E53A519;0000001421137508;null;10;IceMeter;Pulse
01F7E9BF;1583593CB16DB12C;0000001021130796;null;65;IceMeter;Pulse
01F7E9C0;014F3673B59BB372;0000001321136285;null;54;IceMeter;Pulse
01F7EB0A;D70AC152E2C6B09C;0000001421137498;null;11;IceMeter;Pulse
01F7EB0E;F90FEDDAC6ECEE0E;0000001421137512;null;34;IceMeter;Pulse
01F7EB16;F8363E6BBA1722C4;0000001221135103;null;21;IceMeter;Pulse
01F7EB83;B210C6E9981C207C;0000001221134461;null;75;IceMeter;Pulse
01F7EB8A;8DCEF3A665DB5EAB;0000001021130307;null;20;IceMeter;Pulse
01F7EB91;BEAB53D122405E26;0000001021130040;null;40;IceMeter;Pulse
01F7EB97;5FE72453FD8FB56D;0000001021130312;null;78;IceMeter;Pulse
01F7EB9D;7A07933ECEB5382B;0000001021130161;null;19;IceMeter;Pulse
01F7ED04;62FCD83BFB15CBB8;0000001121132733;null;52;IceMeter;Pulse
01F7ED0E;41F6974BA5AF276F;0000001121132881;null;12;IceMeter;Pulse
01F7ED33;C5B732BD115D81B3;0000001121132213;null;72;IceMeter;Pulse
01F7EDB2;EC248B4F8BE1D98E;0000001021130244;null;52;IceMeter;Pulse
01F7EDB3;E8CEDE1C2455FECB;0000001021130311;null;35;IceMeter;Pulse
01F7EDBE;CAF908B4E654F704;0000001021130315;null;15;IceMeter;Pulse
01F7EDCB;A0B3CFCC7A1AFE3F;0000001221134467;null;65;IceMeter;Pulse
01F7EDD0;69AB28A48B614C98;0000001021130266;null;74;IceMeter;Pulse
01F7EDD8;724DA46363D88FF3;0000001021130342;null;15;IceMeter;Pulse
01F7EDDD;4341E10F56E81EAE;0000001021130163;null;19;IceMeter;Pulse
01F7EDE3;A5424AB0E6000CB6;0000001321136150;null;35;IceMeter;Pulse
01F7EDEF;AE9B0AF4F7C7E81E;0000001021130748;null;59;IceMeter;Pulse
01F7EDF6;000107CE64876AC2;0000001021130338;null;24;IceMeter;Pulse
01F7EE3B;30943C066C94F002;0000001421136643;null;77;IceMeter;Pulse
01F7EF54;29E9EBEF89862301;0000001121132003;null;33;IceMeter;Pulse
01F7EFC2;BFA1DBC7BAFEB9A1;0000001021130771;null;73;IceMeter;Pulse
01F7F03B;817E4025A806CA86;0000001321136356;null;53;IceMeter;Pulse
01F7F03D;5BB1D7A773FA893C;0000001321136358;null;46;IceMeter;Pulse
01F7F03E;6C1799E2B137992B;0000001321136361;null;66;IceMeter;Pulse
01F7F048;8268D7870869ADDD;0000001121134252;null;11;IceMeter;Pulse
01F7F15C;6E812928B02A1F7A;0000001121132001;null;17;IceMeter;Pulse
01F7F234;12561AB118F005C3;0000001121132713;null;72;IceMeter;Pulse
01F7F243;7C93DB2B1AD27018;0000001321136265;null;33;IceMeter;Pulse
01F7F24B;83D0E6184445AE96;0000001121132723;null;56;IceMeter;Pulse
01F7F255;C2DD143D40A65FC1;0000001321136268;null;12;IceMeter;Pulse
01F7F35A;09E7AD9E7A84D84F;0000001221135163;null;8;IceMeter;Pulse
01F7F3E0;90D8240CD1C8A6B3;0000001221135337;null;75;IceMeter;Pulse
01F7F3E6;8BDC3E0F181FEC9D;0000001021130027;null;50;IceMeter;Pulse
01F7F3FB;8E36457195FDEB92;0000001321136377;null;53;IceMeter;Pulse
01F7F411;855F4423436FCFF0;0000001021130912;null;37;IceMeter;Pulse
01F7F414;51F027CEE4D3F5F0;0000001021130309;null;14;IceMeter;Pulse
01F7F446;0E45FE678C29D385;0000001021130031;null;23;IceMeter;Pulse
01F7F54B;A9A50D69A7CBAE1B;0000001121133782;null;56;IceMeter;Pulse
01F7F550;1843BE753637434B;0000001221135321;null;71;IceMeter;Pulse
01F7F60E;6B57E62CEE742091;0000001021130262;null;78;IceMeter;Pulse
01F7F61F;F343E8A2E2605338;0000001021130739;null;59;IceMeter;Pulse
01F7F622;679E832F5F29EB9F;0000001021130734;null;58;IceMeter;Pulse
01F7F64A;20ECE267CC42DB66;0000001121132013;null;13;IceMeter;Pulse
01F7F64B;4D1297BDC41AF067;0000001121132021;null;8;IceMeter;Pulse
01F7F656;51B6D6ED6EF27DE7;0000001421136884;null;19;IceMeter;Pulse
01F7F748;1257792099CDFFF9;0000001021130927;null;71;IceMeter;Pulse
01F7F818;0156D82C6094060A;0000001321136155;null;22;IceMeter;Pulse
01F7F819;7ACD3152DCDD8A71;0000001021130737;null;60;IceMeter;Pulse
01F7F81E;7C4447ACA7730EEF;0000001321136290;null;60;IceMeter;Pulse
01F7F820;C5AA5B422F0A9E3E;0000001021130720;null;60;IceMeter;Pulse
01F7F823;FA3FE2310C17B4A5;0000001321136383;null;59;IceMeter;Pulse
01F7F828;C5497F38B2993A60;0000001021130336;null;15;IceMeter;Pulse
01F7F83C;9A48689608B2DACB;0000001221135090;null;79;IceMeter;Pulse
01F7F845;6D04C428892F38F2;0000001221135094;null;80;IceMeter;Pulse
01F7F871;F1BE7CDDB2D67BA0;0000001421137505;null;10;IceMeter;Pulse
01F7F87D;CA4BB4A885D3FE76;0000001421137507;null;18;IceMeter;Pulse
01F7F88A;AA28047AEE6199A9;0000001421137734;null;49;IceMeter;Pulse
01F7F88C;332BBC8738A05586;0000001121134367;null;46;IceMeter;Pulse
01F7F890;34DBD7559E240776;0000001421137703;null;46;IceMeter;Pulse
01F7F897;FED7EBA7417B4708;0000001421137475;null;56;IceMeter;Pulse
01F7FA12;D4B447BD51158557;0000001221135338;null;75;IceMeter;Pulse
01F7FA1F;BCCDC723E7BA607C;0000001021130273;null;65;IceMeter;Pulse
01F7FA4B;3C5EA8FF69F07314;0000001121132240;null;58;IceMeter;Pulse
01F7FA53;F98DAB60701E87E4;0000001021131904;null;17;IceMeter;Pulse
01F7FA55;9ED0384CE2D8460B;0000001121132010;null;10;IceMeter;Pulse
01F7FA58;0DC9D77CD7A37869;0000001121132239;null;60;IceMeter;Pulse
01F7FA8A;4F18BC0B6889F7FE;0000001321136357;null;75;IceMeter;Pulse
01F7FC10;B2DDB46329747111;0000001021130247;null;20;IceMeter;Pulse
01F7FC15;9E214D660233E1D8;0000001021130246;null;16;IceMeter;Pulse
01F7FC16;7FEEE6B3255C4D56;0000001221134462;null;52;IceMeter;Pulse
01F7FC1C;E8D695A80494A488;0000001021130306;null;67;IceMeter;Pulse
01F7FC36;0FC0502ECD0DD8C9;0000001421137468;null;47;IceMeter;Pulse
01F7FC71;BB109E94B4ADA100;0000001221135109;null;9;IceMeter;Pulse
01F7FC78;5F1D83D6F428A6F1;0000001321136364;null;36;IceMeter;Pulse
01F7FC85;B0DA85BB22A3DB18;0000000821126717;null;6;IceMeter;Pulse
01F7FC89;65D23F18728CE9B7;0000001121133801;null;78;IceMeter;Pulse
01F7FC8B;53DD4656DBEE39C2;0000000921128893;null;7;IceMeter;Pulse
01F7FC8F;DE5599308D93B72C;0000001221135135;null;24;IceMeter;Pulse
01F7FE57;46697E2D81303187;0000001021130272;null;76;IceMeter;Pulse
01F7FE60;C324E869BDB7030D;0000001021130747;null;60;IceMeter;Pulse
01F7FE6D;30B1E21C794768BB;0000001221135225;null;16;IceMeter;Pulse
01F7FE8D;03BD86E5B8F78D92;0000001021131896;null;45;IceMeter;Pulse
01F80052;C5E869FD568D1460;0000001021130801;null;77;IceMeter;Pulse
01F8005C;0CBAC177B01E049C;0000001321136104;null;17;IceMeter;Pulse
01F80068;FBCE458AFC0AD473;0000001021130789;null;66;IceMeter;Pulse
01F8007C;E5A503A5D7372581;0000001021130036;null;55;IceMeter;Pulse
01F800A3;E51FE08EB4E138EA;0000001221135342;null;58;IceMeter;Pulse
01F800B2;A1ED2C21A6494D48;0000001121132007;null;15;IceMeter;Pulse
01F800B4;C20FDB8E92F0D8B3;0000001121131979;null;16;IceMeter;Pulse
01F800CA;862143F641FBB04A;0000001121131987;null;9;IceMeter;Pulse
01F800D5;FB3347CA21EA8274;0000001221135131;null;23;IceMeter;Pulse
01F800FD;83D0FC3DE5942A37;0000001421137728;null;20;IceMeter;Pulse
01F8027A;3CB8EB4E98C56F96;0000001121132459;null;24;IceMeter;Pulse
01F8027E;1792DB8E92286B86;0000001121132866;null;71;IceMeter;Pulse
01F80296;876C79BAF241BE7C;0000001021130376;null;9;IceMeter;Pulse
01F802CD;B3CC1E4485D5E5BF;0000001321136346;null;75;IceMeter;Pulse
01F802E3;E430FCD73FE41757;0000001221135096;null;73;IceMeter;Pulse
01F8030B;4D8A5985560B25D0;0000001121133291;null;56;IceMeter;Pulse
01F80313;3AA3949A61EA847B;0000001321136181;null;9;IceMeter;Pulse
01F80318;CA40CC87F1B7BDFA;0000001221135229;null;3;IceMeter;Pulse
01F80319;9F0258249A281670;0000001321136151;null;34;IceMeter;Pulse
01F8031C;B3CE149E4B7EA382;0000001221135248;null;10;IceMeter;Pulse
01F8031E;40B637F3C0A66117;0000001321136143;null;18;IceMeter;Pulse
01F80322;C633E25DCDE532A6;0000001221135228;null;20;IceMeter;Pulse
01F804B8;9CD5780B3E265F91;0000001021131926;null;12;IceMeter;Pulse
01F804F3;8BD8148D9EC066FD;0000001221135230;null;36;IceMeter;Pulse
01F80519;214CF348E74994C4;0000001221135106;null;65;IceMeter;Pulse
01F8052A;A337ABCB3EC6E1D3;0000001221135102;null;65;IceMeter;Pulse
01F8052E;4464A93B2E06F294;0000001121132217;null;70;IceMeter;Pulse
01F80547;F563AE8C0D6B8D00;0000001121132868;null;73;IceMeter;Pulse
01F8070B;97E2E95477E7AC1D;0000001021130310;null;36;IceMeter;Pulse
01F80746;9057D001BEF66827;0000001021131902;null;48;IceMeter;Pulse
01F80756;699BA5130F2D41E0;0000001021131928;null;17;IceMeter;Pulse
01F8075C;50AF0F55B733BDF3;0000001221135095;null;73;IceMeter;Pulse
01F8075F;A367A50791EBC433;0000001121132024;null;12;IceMeter;Pulse
01F80929;0642325B898086E1;0000001221135092;null;37;IceMeter;Pulse
01F80971;D541D113872258C5;0000001421137152;null;33;IceMeter;Pulse
01F80B7F;7D15E5EF3B544378;0000001421137462;null;70;IceMeter;Pulse
01F80BA6;15570C118AEB1D64;0000001421137466;null;46;IceMeter;Pulse
01F810C5;01BA360099DD9727;0000001221135366;null;60;IceMeter;Pulse
01F81164;FFABDADD6B157214;0000001221135370;null;58;IceMeter;Pulse
01F81180;A800D094EACAA6E4;0000001121133299;null;55;IceMeter;Pulse
01F8134E;E37E49F77F60EFED;0000001221135148;null;49;IceMeter;Pulse
01F81357;9FA6B4EE5170963E;0000001121132504;null;50;IceMeter;Pulse
01F81415;1A6EFABA2D3B01EC;0000000921128949;null;5;IceMeter;Pulse
01F8141C;92310420CDA2E5A1;0000001221135100;null;69;IceMeter;Pulse
01F81476;46D8649E48C44A4D;0000001321136304;null;7;IceMeter;Pulse
01F81477;223D1D91FD4D91F9;0000000821126685;null;5;IceMeter;Pulse
01F81479;A89AB9F571700DBB;0000001021131295;null;22;IceMeter;Pulse
01F8147C;F0B5A92ED3D88F80;0000001021131299;null;72;IceMeter;Pulse
01F81518;4E3F74026354AAA6;0000001121131996;null;15;IceMeter;Pulse
01F81524;CF3B8C458B4A6A3F;0000001221135122;null;10;IceMeter;Pulse
01F8152E;468DD1EAD7DFA88F;0000001121132445;null;52;IceMeter;Pulse
01F81532;45E7EB092E83BE56;0000001221135089;null;76;IceMeter;Pulse
01F8162C;5DBA0A763CD7FBA4;0000001121132413;null;55;IceMeter;Pulse
01F81648;EE371D24D1E00F15;0000001121132455;null;76;IceMeter;Pulse
01F816BD;73295E35ED28A601;0000001121132420;null;76;IceMeter;Pulse
01F816C8;2F3A86C0563AA1F9;0000001121132739;null;74;IceMeter;Pulse
01F816CB;E8B83780C84580A4;0000001221135240;null;33;IceMeter;Pulse
01F816D2;DA1CC9FDFB67040D;0000001121132418;null;46;IceMeter;Pulse
01F816D5;BE39B79DAB701EB3;0000001221135234;null;13;IceMeter;Pulse
01F81766;CFA57CEA6A13971E;0000001221135200;null;13;IceMeter;Pulse
01F8176D;852BDE545752FD84;0000001121132452;null;48;IceMeter;Pulse
01F817B9;A54E9590942DBFF4;0000001421137654;null;8;IceMeter;Pulse
01F817C4;A5CD90797F421E3A;0000001421137643;null;21;IceMeter;Pulse
01F817EA;2C3D91A233EAEAB0;0000001121133325;null;46;IceMeter;Pulse
01F81819;C7F2B9706F7A3210;0000001221135277;null;9;IceMeter;Pulse
01F81825;CA88BD249A0C158C;0000001021130290;null;68;IceMeter;Pulse
01F81827;522D93C5E554F30B;0000001121132416;null;52;IceMeter;Pulse
01F8199D;C34A988ED71AC105;0000001121132410;null;23;IceMeter;Pulse
01F81A48;D471CA3591358803;0000001121132227;null;71;IceMeter;Pulse
01F81A4E;8E35F4CE7AFAD584;0000001121132400;null;50;IceMeter;Pulse
01F81A53;457DC0C9084617A2;0000001221135091;null;37;IceMeter;Pulse
01F81A5A;77DAE36D4BD9E7AB;0000001121132395;null;38;IceMeter;Pulse
01F81ACA;0A05318E333419C7;0000001121132246;null;71;IceMeter;Pulse
01F81C07;BD5F9AFE64C131F4;0000001221135249;null;36;IceMeter;Pulse
01F81C1B;CDA4B2B4946BE180;0000001121132447;null;47;IceMeter;Pulse
01F81C1E;36215436A83D8849;0000001121132752;null;20;IceMeter;Pulse
01F81C20;61EEC6AF286A171A;0000001121132424;null;55;IceMeter;Pulse
01F81C26;0C5C1E054B3E15C1;0000001121132394;null;9;IceMeter;Pulse
01F81C29;0D2CCE846733E532;0000001121132885;null;10;IceMeter;Pulse
01F81C56;4637E9C4E7CB0062;0000001021131887;null;24;IceMeter;Pulse
01F81C58;27074603FD5EDE13;0000001221135153;null;24;IceMeter;Pulse
01F81C6B;16F52E5DF38332E4;0000001121133267;null;54;IceMeter;Pulse
01F81D3E;5CF3DFCDC8DCC1D5;0000001221135363;null;69;IceMeter;Pulse
01F81DFC;DF30A594DCEDBA6F;0000001421137635;null;34;IceMeter;Pulse
01F81E0D;0B6D560CFD25D7CF;0000001421137632;null;38;IceMeter;Pulse
01F81E1B;6E4BB8DB8428FEEF;0000000921127134;null;5;IceMeter;Pulse
01F81E41;7F3D0283E2387EF2;0000001621143483;null;45;IceMeter;Pulse
01F81EFD;C1AF481A95B8690B;0000001221135236;null;20;IceMeter;Pulse
01F81F18;4F2503CB541306F0;0000001321136344;null;54;IceMeter;Pulse
01F81F1F;3E88C554DE7AE155;0000000921127185;null;7;IceMeter;Pulse
01F81F2D;BED1491467847387;0000001121132892;null;18;IceMeter;Pulse
01F81F98;CEBE531D1F51808B;0000001021131514;null;20;IceMeter;Pulse
01F81FB1;DE520972B05A9A05;0000001321136145;null;19;IceMeter;Pulse
01F81FB7;7682B5B9F54640D6;0000001321136331;null;40;IceMeter;Pulse
01F8211F;9C67BD5F6CFBB5A5;0000001121132761;null;45;IceMeter;Pulse
01F8212C;DABF0021FFAAF793;0000001321136184;null;9;IceMeter;Pulse
01F821AD;8170D69D52B0023E;0000001221135104;null;68;IceMeter;Pulse
01F821D9;42FE0C5ADA658C37;0000001321136128;null;19;IceMeter;Pulse
01F821DA;8562DA30F9B2FC20;0000001221135239;null;34;IceMeter;Pulse
01F821DE;1BDCE9ACD82E1A4C;0000001021130284;null;73;IceMeter;Pulse
01F821F4;19BD05D6540FD0D4;0000001421137642;null;22;IceMeter;Pulse
01F821FC;1649D103FBDE6958;0000001421137464;null;24;IceMeter;Pulse
01F8225A;5C05695BD1F8A5BC;0000001421137704;null;56;IceMeter;Pulse
01F82379;9D0DC5A4FD89C5FE;0000001421137077;null;50;IceMeter;Pulse
01F82431;63B412826024C806;0000001321136301;null;21;IceMeter;Pulse
01F824C1;287132AB09160DDB;0000000921128626;null;5;IceMeter;Pulse
01F82565;E01A2C7F44810743;0000001121132912;null;16;IceMeter;Pulse
01F825E8;A9ED3183AE467FA9;0000001221135154;null;21;IceMeter;Pulse
01F82603;DB5155BBD45388AE;0000001421137701;null;33;IceMeter;Pulse
01F82640;CEFCA83A55F56F1B;0000001121132915;null;12;IceMeter;Pulse
01F82646;C610D3366B16C01C;0000001121132914;null;34;IceMeter;Pulse
01F826E2;E1B71F588A5B38D4;0000001321136398;null;74;IceMeter;Pulse
01F826EC;9FD445E4BF69EE90;0000001221135021;null;19;IceMeter;Pulse
01F826F7;5E2B1207C4116CB5;0000001221135241;null;22;IceMeter;Pulse
01F827AB;D5DB7DD9D52BC43F;0000001021131917;null;12;IceMeter;Pulse
01F827B6;510C1E1363AAE26F;0000001121132801;null;58;IceMeter;Pulse
01F827D6;661535CD6CD9EDEF;0000001221135244;null;22;IceMeter;Pulse
01F827E5;2019066D04E97C5C;0000001221135193;null;13;IceMeter;Pulse
01F827F3;82477449644ABF6A;0000001421137753;null;38;IceMeter;Pulse
01F82839;A73A827C28F4EA9B;0000000921127224;null;6;IceMeter;Pulse
01F828C9;4CEC49C32BD3282F;0000001021131963;null;38;IceMeter;Pulse
01F828CB;C9E22016F2096409;0000001021131934;null;17;IceMeter;Pulse
01F828FF;D667D591759EBD54;0000001221135238;null;7;IceMeter;Pulse
01F82910;FF6C3933671EBF10;0000001421137645;null;24;IceMeter;Pulse
01F82973;934E7D577895856E;0000001121132900;null;36;IceMeter;Pulse
01F829FC;91A53DA6D2D59DE3;0000001121132022;null;15;IceMeter;Pulse
01F82A0F;75AB2931B64841C8;0000001221135112;null;24;IceMeter;Pulse
01F82A30;7E2853295F9631A1;0000001021130717;null;60;IceMeter;Pulse
01F82A8B;4190126102AE4710;0000001621143479;null;47;IceMeter;Pulse
01F82A8F;5501772A4F29EBA2;0000001621143524;null;73;IceMeter;Pulse
01F82AD1;5F78FC0BC045C52F;0000001021131319;null;51;IceMeter;Pulse
01F82ADF;D29A04A6F93069FE;0000001021131964;null;45;IceMeter;Pulse
01F82B5B;8F8F3B1446C4932F;0000001021131958;null;17;IceMeter;Pulse
01F82B68;EF4BDB460979236F;0000001221135101;null;68;IceMeter;Pulse
01F82B6B;9F4F71155E0B9342;0000001121132503;null;37;IceMeter;Pulse
01F82BE8;6B4C525E903F66A5;0000001621143523;null;40;IceMeter;Pulse
01F82BEA;B86D2595F6777354;0000001621143522;null;39;IceMeter;Pulse
01F82BF0;2A8350190F642806;0000001621143487;null;49;IceMeter;Pulse
01F82C62;020485D1CC8A487E;0000000821126357;null;6;IceMeter;Pulse
01F82CE3;61909B5C18250953;0000001021131965;null;24;IceMeter;Pulse
01F82CE4;E8E29E1997E48026;0000001221135336;null;54;IceMeter;Pulse
01F82CE8;1E9DEC7130C65799;0000001221135401;null;60;IceMeter;Pulse
01F82CF9;FA39D8E952D23E5B;0000001121132028;null;12;IceMeter;Pulse
01F82E83;19DD42DB9DC424ED;0000001121132005;null;34;IceMeter;Pulse
01F82E9A;EFA17E72B33B063E;0000001121133345;null;55;IceMeter;Pulse
01F82F3D;D3296367460D0930;0000001421137690;null;51;IceMeter;Pulse
01F82F48;E63F8D18F1C002B4;0000001421137730;null;7;IceMeter;Pulse
